smiles,dose,freq,treatment_time,target_binding,immune_activation,immune_cell_activation,inflammation_risk,toxicity_risk,efficacy
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.831,1.053,4070.7,1.0,0.2541,0.177,0.133,0.0437,0.649
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,543.397,0.9276,2962.7,0.9063,0.3562,0.253,0.4693,0.4139,0.8352
N.N.[Pt]=O,157.009,0.3148,1582.6,0.4676,0.5091,0.4343,0.3274,0.4794,0.5161
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,27.92,0.9023,1156.6,0.856,0.5538,0.5252,0.1006,0.2222,0.5336
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,154.019,0.3026,1517.2,0.8865,0.317,0.1842,0.1646,0.2187,0.7546
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,0.477,0.9585,4172.2,0.9603,0.4004,0.3285,0.0266,0.0673,0.623
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.955,0.9487,3800.2,0.9949,0.1603,0.2615,0.1078,0.0382,0.6806
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,195.753,0.3595,1580.9,0.9402,0.4735,0.3815,0.1535,0.2456,0.8255
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,128.439,0.3001,1523.2,0.7846,0.3951,0.3469,0.3084,0.607,0.7282
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.887,1.0032,4885.3,0.9538,0.2178,0.2661,0.0826,0.0452,0.7321
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,348.314,0.338,1472.9,0.884,0.2937,0.2869,0.206,0.4264,0.8364
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,33.583,1.0875,1211.8,0.8821,0.3401,0.388,0.0846,0.2424,0.581
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,103.551,0.3067,1481.1,0.9584,0.4708,0.3258,0.1918,0.2293,0.7714
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,29.145,0.3152,1513.4,0.8426,0.4385,0.3477,0.1337,0.1156,0.6084
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,173.804,0.3523,1424.4,0.9366,0.3474,0.3397,0.1572,0.2104,0.7536
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,31.009,0.3473,1549.9,0.7886,0.5306,0.5091,0.0478,0.1799,0.6518
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,11.465,0.9971,2886.4,0.9817,0.3871,0.3047,0.2827,0.1351,0.6421
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,333.71,0.9961,2945.3,0.9646,0.4817,0.3496,0.3405,0.1939,0.8672
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2621.518,2.0335,2969.2,0.5202,0.3681,0.3404,0.3248,0.1443,0.6939
N.N.[Pt]=O,72.755,0.297,1531.6,0.4155,0.38,0.444,0.2276,0.2327,0.3411
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.399,0.6248,1721.7,0.9914,0.3976,0.3751,0.1469,0.1461,0.4931
O=C1OC2NC(=O)NC2C1O.[Pt],493.756,0.3444,1602.8,0.3458,0.5453,0.5179,0.1549,0.1526,0.5924
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,194.309,0.3015,1673.6,0.8024,0.3786,0.2293,0.2449,0.4203,0.7097
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,311.164,1.9312,4355.1,0.9116,0.6115,0.452,0.0964,0.1944,0.8963
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.392,1.0848,4422.4,0.9974,0.306,0.2594,0.1558,0.0606,0.6651
O=C1OC2NC(=O)NC2C1O.[Pt],718.987,0.3306,1534.1,0.2925,0.3878,0.3938,0.1139,0.176,0.5357
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,169.681,0.3153,1451.6,0.932,0.6162,0.5108,0.1725,0.2346,0.8071
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,4902.507,2.0472,2717.0,0.4833,0.5911,0.4176,0.3477,0.3029,0.8391
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,82.845,0.3045,1588.5,0.7817,0.3823,0.3568,0.1628,0.2284,0.5861
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,104.329,0.9783,1436.5,0.5755,0.4144,0.4516,0.0768,0.2274,0.5723
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,154.785,0.3055,1457.6,0.9432,0.4288,0.3512,0.1336,0.2,0.834
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,1.259,1.0244,4026.1,0.9743,0.2416,0.3089,0.0563,0.0,0.6294
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,80.865,0.9868,1706.4,0.5468,0.3754,0.3459,0.1154,0.2274,0.5749
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.419,1.0516,4743.3,0.9738,0.1983,0.1753,0.1456,0.0386,0.6962
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,634.973,0.9703,3125.7,0.9638,0.3295,0.3126,0.1483,0.075,0.8357
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,336.09,1.0118,2651.3,0.9243,0.3706,0.3737,0.3833,0.1941,0.8367
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,301.269,2.0532,2822.5,0.8979,0.4953,0.3346,0.1273,0.0914,0.8873
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,333.553,2.1552,4765.6,0.9371,0.2473,0.1618,0.0177,0.1999,0.9469
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,1247.987,0.3417,1312.6,0.1262,0.6036,0.4888,0.2237,0.5479,0.3479
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,141.677,1.8654,2924.6,1.0,0.4436,0.3556,0.1964,0.1532,0.8312
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,46.816,0.9445,1674.4,0.5452,0.5334,0.3839,0.0714,0.1046,0.4844
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,323.653,1.9394,3673.7,0.9697,0.4915,0.425,0.1423,0.1326,0.9391
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,29.373,1.0403,1166.9,0.9093,0.4162,0.3812,0.0815,0.1923,0.5911
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,315.332,2.1696,4911.1,0.9481,0.4251,0.4262,0.0699,0.1963,0.9524
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,114.256,0.9464,7910.9,0.767,0.409,0.4197,0.1742,0.1009,0.7376
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,197.513,0.3341,1538.1,0.8528,0.4838,0.4462,0.1483,0.2193,0.7505
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,257.126,0.0358,3994.3,0.9378,0.2002,0.1705,0.0166,0.0,0.8911
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,306.488,2.001,3720.9,0.9518,0.3691,0.3681,0.0588,0.1722,0.948
O=C1OC2NC(=O)NC2C1O.[Pt],714.297,0.333,1443.0,0.3291,0.4401,0.3616,0.1356,0.1774,0.4819
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,29.708,0.9384,1400.4,0.8372,0.4642,0.4974,0.1003,0.192,0.5823
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2270.52,1.8179,3002.2,0.458,0.4858,0.3962,0.2369,0.1718,0.7361
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,591.06,1.0776,3069.4,0.9207,0.5017,0.4364,0.5746,0.4517,0.8677
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,266.461,0.0336,3989.3,0.8875,0.2199,0.1459,0.068,0.0484,0.8877
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,639.442,1.8587,4669.1,0.9214,0.4899,0.3878,0.1312,0.3855,0.9591
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,19.646,0.9405,4068.5,0.5706,0.1437,0.2178,0.057,0.0064,0.4768
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1214.317,0.7334,1588.1,0.9436,0.3814,0.365,0.1224,0.1487,0.8817
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.027,1.0104,4756.3,1.0,0.2325,0.2185,0.1455,0.0364,0.6462
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,28.477,0.9475,3867.2,0.9935,0.1902,0.2629,0.1215,0.0647,0.7119
CC1C2=NC3=CC=CC=C3N2C(=O)NC1C(=O)NC4=CC(=C(C=C4F)F)F,2.093,0.9121,4261.6,0.9418,0.3342,0.3452,0.1707,0.4141,0.6318
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,415.41,0.3559,2334.4,0.8353,0.6703,0.5922,0.3357,0.3083,0.7531
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,25.856,0.9146,1300.2,0.8928,0.5158,0.4873,0.1256,0.2383,0.596
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,12.444,1.0773,4534.1,1.0,0.2302,0.2736,0.0576,0.0186,0.7005
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,2446.588,0.6188,1405.8,0.8798,0.3879,0.3868,0.1978,0.3281,0.7914
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,1.157,0.9642,3922.4,1.0,0.1239,0.1665,0.0913,0.0219,0.7261
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,1070.879,0.0299,4590.7,0.9878,0.2103,0.2547,0.0459,0.0442,0.8514
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,336.273,2.1274,4812.0,0.9653,0.3568,0.3074,0.0794,0.1981,0.9737
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1259.868,1.0267,2803.6,1.0,0.334,0.2503,0.3206,0.0916,0.8717
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,128.794,1.9147,2654.7,0.9054,0.3623,0.316,0.1847,0.1922,0.8931
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,31.52,0.3588,1338.1,0.8301,0.4028,0.3535,0.0732,0.153,0.6065
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,5.133,1.0854,4880.9,0.9915,0.2224,0.2386,0.1891,0.1141,0.6371
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,9.749,1.0168,2902.9,1.0,0.4059,0.3142,0.3111,0.1529,0.6286
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,55.041,0.3127,1485.9,0.8248,0.3965,0.4886,0.205,0.2918,0.6249
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,1.981,1.0685,4091.8,0.9582,0.2429,0.1939,0.1548,0.1418,0.7549
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,318.51,0.315,1286.5,0.104,0.5833,0.4516,0.0987,0.1421,0.3898
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,10.121,1.0227,2962.7,0.9621,0.6159,0.441,0.2716,0.1156,0.6956
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,586.119,0.033,4734.1,0.9568,0.3344,0.2675,0.0707,0.0,0.835
CC(=O)N1CCN(CC1)C2=CC(=CC=C2)C3=NC4=CC=CC=C4N=C3SC5=CC=CC=C5Cl,502.373,0.9431,8013.9,0.796,0.4628,0.4822,0.6147,0.4056,0.9041
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,683.307,0.7896,2800.2,0.9019,0.6162,0.503,0.1201,0.3067,0.8322
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,1258.288,0.3559,1397.1,0.1444,0.3691,0.2797,0.2018,0.4781,0.4141
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1455.426,0.7084,1549.5,0.8948,0.4107,0.4042,0.0894,0.1618,0.8324
CC1=NC(=CN1C2=CC=CC=C2)C3=CC=CC=C3C#N,0.527,1.0262,4815.3,0.9952,0.0929,0.0537,0.0089,0.0458,0.676
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,27.618,0.3512,1502.6,0.8252,0.5232,0.419,0.059,0.1523,0.565
CCC1(CC2C(C1)CC1C3C2N(CC2C(C3C2O)O)C)C=CC=C1,26.496,0.9374,1340.4,0.8452,0.5561,0.4581,0.063,0.2279,0.6327
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,51.517,0.3432,1431.2,0.9806,0.5798,0.4358,0.1125,0.1575,0.6122
O=C1OC2NC(=O)NC2C1O.[Pt],489.357,0.3432,1423.0,0.3131,0.2239,0.1453,0.1557,0.2143,0.4403
O=C1OC2NC(=O)NC2C1O.[Pt],611.774,0.3323,1344.7,0.3561,0.5203,0.5182,0.0782,0.1972,0.507
O=C1OC2NC(=O)NC2C1O.[Pt],289.951,0.3255,1647.3,0.3219,0.4834,0.4368,0.0,0.1098,0.4745
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,9.088,0.9309,4557.2,0.6278,0.2294,0.251,0.0589,0.0208,0.4656
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,147.752,1.863,2896.2,0.9407,0.422,0.3981,0.1955,0.1963,0.9102
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(CC5(C)O)CC4C2(C)O)C)C2CC(CC(O)C(OC(=O)C)C2OC(=O)C)OC(=O)C,114.499,0.311,1304.3,0.9582,0.3687,0.4432,0.1375,0.2526,0.644
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,18.307,1.0365,3853.1,0.5839,0.2485,0.324,0.0404,0.0,0.5029
N.N.[Pt]=O,141.839,0.3296,1337.2,0.4038,0.4589,0.4871,0.2966,0.495,0.4959
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,65.429,0.31,1417.3,0.8145,0.4528,0.4745,0.1375,0.2951,0.6409
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,12.416,0.9723,4777.0,1.0,0.2601,0.2632,0.0083,0.0393,0.7286
CN1C(=O)CN=C(C2=CN=CC=C2)C3=CC(=CC(=C3)N4CCNCC4)C5=CN=CC=C5,60.891,0.7659,3143.3,0.9639,0.4787,0.4715,0.024,0.1204,0.7214
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,48.748,0.338,1569.5,0.8076,0.5099,0.4374,0.2364,0.2993,0.5914
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,29.475,0.9629,4132.3,0.9622,0.1432,0.2279,0.1044,0.049,0.7251
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,663.996,0.6446,1640.6,0.9374,0.4307,0.3499,0.0591,0.0995,0.8529
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,127.714,2.0465,3116.6,0.9692,0.4479,0.4222,0.2015,0.1789,0.9071
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1144.504,0.9305,2715.8,0.9376,0.4776,0.4388,0.2762,0.1184,0.9815
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,665.486,0.7525,2877.3,0.8541,0.5273,0.3962,0.1,0.2804,0.8723
C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,1231.508,0.653,1587.4,0.922,0.3818,0.465,0.1126,0.1688,0.8343
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,10.593,0.9988,2904.5,0.9355,0.4411,0.351,0.2888,0.1465,0.6753
N.N.[Pt]=O,161.067,0.3171,1507.9,0.3978,0.37,0.317,0.3435,0.4986,0.5426
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,29.122,0.9302,4855.8,1.0,0.2718,0.1362,0.1129,0.0522,0.7048
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,97.274,0.333,1670.3,0.8283,0.3767,0.2952,0.1594,0.2356,0.6508
CC1=NC2=CC=CC=C2N1C3=CC=C(C=C3)C4=NC5=CC=CC=C5N4C(C)C,307.86,0.9858,3301.7,0.9932,0.4731,0.4937,0.3272,0.2014,0.8325
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,904.052,0.0313,3825.6,0.9215,0.195,0.2346,0.0739,0.0621,0.8317
ClCCN(CCCl)P(=O)(O)OCC1CCN(C)CC1,618.971,0.3236,1398.5,0.1341,0.4097,0.3235,0.1211,0.2263,0.3684
CCCCC(=O)NC1=CC(=C(C=C1)C2=CC(=O)N3C2=CC=C3F)F,140.03,1.8838,4242.9,0.9837,0.4663,0.4367,0.0272,0.1084,0.8913
CC1=C2C(=O)C(C(=O)C3C1(CC1CC4C5CC(C(CC5(C)O)CC4C2(C)O)O)C)C2CC(CC(O)C(O)C(CO)C2O)OC(=O)C,381.705,0.2983,1475.1,0.9804,0.6061,0.4258,0.1752,0.4286,0.7856
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,111.1,0.3506,1656.6,0.8572,0.4627,0.3979,0.2804,0.5775,0.5969
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,113.643,1.0153,1413.8,0.5527,0.4048,0.3172,0.0892,0.2321,0.5449
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,116.027,0.3534,1309.6,0.7948,0.3294,0.3585,0.1759,0.2289,0.7009
N.N.[Pt]=O,159.099,0.3433,1670.7,0.4149,0.492,0.4735,0.2533,0.4776,0.5065
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,708.537,0.7337,3172.0,0.8977,0.5832,0.5234,0.0583,0.283,0.8807
CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C,23.918,0.94,4553.3,1.0,0.2697,0.3527,0.1475,0.0612,0.6895
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,133.816,1.9124,2639.7,0.9112,0.444,0.4329,0.2648,0.1751,0.859
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,339.095,2.0803,2454.1,0.9018,0.4036,0.414,0.1647,0.0635,0.9025
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,1276.34,0.7142,3308.2,0.9371,0.4297,0.3824,0.0842,0.569,0.7992
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,18.306,1.0468,4644.0,0.5508,0.1609,0.1118,0.0744,0.0066,0.4424
CC/C(=C(\c1ccccc1)/c1ccccc1)c1ccc(OCCN(C)C)cc1,39.909,1.0326,4910.5,0.5589,0.1838,0.2567,0.0425,0.0375,0.5224
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,4.77,0.9321,4676.3,0.9328,0.2673,0.1508,0.1453,0.1168,0.6997
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,57.297,0.3591,1432.2,0.8278,0.4096,0.4107,0.2163,0.3045,0.6422
CCCCC(=O)NC1=NC(=O)C(CF)=CN1,2282.751,1.9986,3094.9,0.514,0.3693,0.3317,0.2209,0.133,0.6616
N.N.[Pt]=O,62.667,0.3258,1734.5,0.4493,0.379,0.4173,0.2021,0.2831,0.4073
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.216,0.9828,4083.7,1.0,0.1268,0.2048,0.0816,0.0539,0.694
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,10.294,0.9311,3146.7,0.9848,0.4547,0.4879,0.2868,0.14,0.7008
CC1CC(=O)NC1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N)C)C)C,181.839,0.3264,2425.4,0.875,0.8902,0.6776,0.3077,0.1729,0.7937
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,1255.43,0.789,3203.6,0.8966,0.5011,0.3251,0.0944,0.556,0.9011
O=C1OC2NC(=O)NC2C1O.[Pt],311.07,0.3068,1520.8,0.3064,0.4566,0.3516,0.0203,0.1162,0.487
N.N.[Pt]=O,39.819,0.3381,1404.5,0.4137,0.4441,0.4916,0.1424,0.1478,0.3569
CC1C2C(C3=CC4=C(C=C3C2O)OCO4)C5=CC6=C(C=C5O)OCO6,111.697,1.0732,1664.5,0.5926,0.4149,0.3533,0.0823,0.2159,0.5664
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC(=CC=C3)N4CCNCC4)C5=CC(=CC(=C5)N6CCNCC6)C7=CN=CC=C7,133.646,1.9615,2954.4,0.9171,0.4282,0.3945,0.2039,0.2135,0.8678
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,509.211,0.0338,4050.3,0.9678,0.2297,0.1496,0.0677,0.0362,0.8013
CC1CCCCC1N2C(=O)C3C4CCC(O)CC4N(C)C3C5=CC=CC=C5C2=O,4.658,0.904,2562.4,0.997,0.4619,0.5112,0.1613,0.0757,0.6616
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,286.816,2.0143,2498.0,0.8943,0.4631,0.4879,0.1372,0.0938,0.9164
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.355,0.6688,1706.1,0.9376,0.5502,0.4198,0.127,0.1932,0.5978
CCCCCCCCC1CC2C3OC2CCC4C5OCC6CC(CC6C5O)CC4C3CC1O,1.666,0.6104,1300.8,0.9411,0.1968,0.1398,0.1002,0.1451,0.633
CS(=O)(=O)NNC(=O)C1=CC=CC=C1SC2=NC3=CC=CC=C3N=C2C4=CC(=CC=C4)F,1010.657,1.0313,2978.0,0.9427,0.2487,0.2067,0.2998,0.0887,0.819
CC1=NC(=NC(=N1)NC2=CC=C(C=C2)OCC3CC3)NC4=CC=CC5=C4C(=O)NN5,158.792,2.1457,2672.3,0.8836,0.3484,0.2901,0.1134,0.0314,0.9011
CN1C(=O)CN=C(C2=CC(=CC=N2)C3=CC=CN=C3)C4=CC(=CC(=C4)N5CCNC5=O)C6=CN=CC=C6,710.297,0.7916,2868.0,0.9281,0.3232,0.295,0.033,0.2588,0.8651
CC1C(C(CC(O1)OC2CC(CC3=C2C4=CC5=C(C=C4C(=C3O)O)C(=O)C6=CC=CC=C6C5=O)O)O)N,99.664,0.3129,1443.3,0.8048,0.5024,0.5303,0.1709,0.1795,0.6007
CC(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=C(C=C3)O)CC4CCCC4=O,1088.829,0.0315,3706.0,0.9211,0.1302,0.0906,0.0572,0.0641,0.9106
CC1=NC(=CN1C2=CC=C(C=C2)C#N)C3=CC=C(C=C3)C#N,2.653,1.0911,4336.5,0.9893,0.1424,0.1809,0.0504,0.0494,0.7274
